Unnamed: 0,Solvent 1,Solvent 2,q1,q2,r1,r2,x1,x2,T,ismisc
1211,methanol,acetone,1.432,2.336,1.4311,2.5735,0.191079953,0.578401576,300,1
1212,methanol,acetone,1.432,2.336,1.4311,2.5735,0.063306853,0.454371137,300,1
1213,methanol,acetone,1.432,2.336,1.4311,2.5735,0.460445271,0.303598656,300,1
1214,methanol,acetone,1.432,2.336,1.4311,2.5735,0.716391306,0.245594267,300,1
1215,methanol,acetone,1.432,2.336,1.4311,2.5735,0.238261216,0.370405924,300,1
1216,methanol,acetone,1.432,2.336,1.4311,2.5735,0.800217975,0.148697475,300,1
1217,methanol,acetone,1.432,2.336,1.4311,2.5735,0.234448028,0.430267729,300,1
1218,methanol,acetone,1.432,2.336,1.4311,2.5735,0.563392718,0.27903857,300,1
1219,methanol,acetone,1.432,2.336,1.4311,2.5735,0.035577014,0.489238306,300,1
1220,methanol,acetone,1.432,2.336,1.4311,2.5735,0.145642999,0.190872334,300,1
1221,methanol,acetone,1.432,2.336,1.4311,2.5735,0.473805267,0.404430316,300,1
1222,methanol,acetone,1.432,2.336,1.4311,2.5735,0.457219647,0.085612711,300,1
1223,methanol,acetone,1.432,2.336,1.4311,2.5735,0.168381847,0.515600929,300,1
1224,methanol,acetone,1.432,2.336,1.4311,2.5735,0.234892996,0.300821978,300,1
1225,methanol,acetone,1.432,2.336,1.4311,2.5735,0.413303511,0.335880452,300,1
1226,methanol,acetone,1.432,2.336,1.4311,2.5735,0.474794688,0.012177112,300,1
1227,methanol,acetone,1.432,2.336,1.4311,2.5735,0.109215009,0.738580959,300,1
1228,methanol,acetone,1.432,2.336,1.4311,2.5735,0.189400818,0.28453019,300,1
1229,methanol,acetone,1.432,2.336,1.4311,2.5735,0.388699824,0.368163097,300,1
1230,methanol,acetone,1.432,2.336,1.4311,2.5735,0.582272527,0.334715942,300,1
1231,methanol,acetone,1.432,2.336,1.4311,2.5735,0.21016118,0.35820366,300,1
1232,methanol,acetone,1.432,2.336,1.4311,2.5735,0.342483193,0.292263236,300,1
1233,methanol,acetone,1.432,2.336,1.4311,2.5735,0.302527307,0.372918316,300,1
1234,methanol,acetone,1.432,2.336,1.4311,2.5735,0.693177356,0.195211035,300,1
1235,methanol,acetone,1.432,2.336,1.4311,2.5735,0.049285971,0.445128891,300,1
1236,methanol,acetone,1.432,2.336,1.4311,2.5735,0.207576417,0.048897311,300,1
1237,methanol,acetone,1.432,2.336,1.4311,2.5735,0.41228321,0.432178171,300,1
1238,methanol,acetone,1.432,2.336,1.4311,2.5735,0.350497772,0.200590564,300,1
1239,methanol,acetone,1.432,2.336,1.4311,2.5735,0.35634635,0.532315711,300,1
1240,methanol,acetone,1.432,2.336,1.4311,2.5735,0.233313251,0.141436662,300,1
1241,methanol,acetone,1.432,2.336,1.4311,2.5735,0.491208278,0.498646408,300,1
1242,methanol,acetone,1.432,2.336,1.4311,2.5735,0.493987816,0.174089863,300,1
1243,methanol,acetone,1.432,2.336,1.4311,2.5735,0.204147952,0.547490315,300,1
1244,methanol,acetone,1.432,2.336,1.4311,2.5735,0.012750554,0.653721801,300,1
1245,methanol,acetone,1.432,2.336,1.4311,2.5735,0.379532265,0.246872314,300,1
1246,methanol,acetone,1.432,2.336,1.4311,2.5735,0.477793273,0.08898231,300,1
1247,methanol,acetone,1.432,2.336,1.4311,2.5735,0.214111331,0.442792666,300,1
1248,methanol,acetone,1.432,2.336,1.4311,2.5735,0.245923286,0.263825137,300,1
1249,methanol,acetone,1.432,2.336,1.4311,2.5735,0.412198889,0.460192682,300,1
1250,methanol,acetone,1.432,2.336,1.4311,2.5735,0.56118874,0.037974874,300,1
1251,methanol,acetone,1.432,2.336,1.4311,2.5735,0.015169337,0.6995456,300,1
1252,methanol,acetone,1.432,2.336,1.4311,2.5735,0.516081558,0.336334244,300,1
1253,methanol,acetone,1.432,2.336,1.4311,2.5735,0.330227005,0.320195587,300,1
1254,methanol,acetone,1.432,2.336,1.4311,2.5735,0.516202979,0.220150549,300,1
1255,methanol,acetone,1.432,2.336,1.4311,2.5735,0.197467064,0.419371615,300,1
1256,methanol,acetone,1.432,2.336,1.4311,2.5735,0.571033242,0.015475926,300,1
1257,methanol,acetone,1.432,2.336,1.4311,2.5735,0.317306112,0.432486859,300,1
1258,methanol,acetone,1.432,2.336,1.4311,2.5735,0.650088901,0.3080201,300,1
1259,methanol,acetone,1.432,2.336,1.4311,2.5735,0.12145642,0.354875065,300,1
1260,methanol,acetone,1.432,2.336,1.4311,2.5735,0.055348424,0.322647202,300,1
1261,methanol,acetone,1.432,2.336,1.4311,2.5735,0.436542887,0.333782455,300,1
1262,methanol,acetone,1.432,2.336,1.4311,2.5735,0.322492812,0.121004269,300,1
1263,methanol,acetone,1.432,2.336,1.4311,2.5735,0.268627193,0.582952606,300,1
1264,methanol,acetone,1.432,2.336,1.4311,2.5735,0.367640194,0.192016543,300,1
1265,methanol,acetone,1.432,2.336,1.4311,2.5735,0.348606863,0.481097439,300,1
1266,methanol,acetone,1.432,2.336,1.4311,2.5735,0.452309319,0.155445416,300,1
1267,methanol,acetone,1.432,2.336,1.4311,2.5735,0.111391042,0.862436107,300,1
1268,methanol,acetone,1.432,2.336,1.4311,2.5735,0.145250232,0.404955405,300,1
1269,methanol,acetone,1.432,2.336,1.4311,2.5735,0.396099874,0.25866162,300,1
1270,methanol,acetone,1.432,2.336,1.4311,2.5735,0.695463581,0.054005321,300,1
1271,methanol,acetone,1.432,2.336,1.4311,2.5735,0.147604854,0.406148892,300,1
1272,methanol,acetone,1.432,2.336,1.4311,2.5735,0.41217841,0.383970165,300,1
1273,methanol,acetone,1.432,2.336,1.4311,2.5735,0.305491599,0.29637029,300,1
1274,methanol,acetone,1.432,2.336,1.4311,2.5735,0.567452485,0.121408324,300,1
1275,methanol,acetone,1.432,2.336,1.4311,2.5735,0.116992922,0.481275626,300,1
1276,methanol,acetone,1.432,2.336,1.4311,2.5735,0.054203638,0.122344591,300,1
1277,methanol,acetone,1.432,2.336,1.4311,2.5735,0.48239312,0.46459496,300,1
1278,methanol,acetone,1.432,2.336,1.4311,2.5735,0.34043248,0.279014425,300,1
1279,methanol,acetone,1.432,2.336,1.4311,2.5735,0.338471706,0.424178055,300,1
1280,methanol,acetone,1.432,2.336,1.4311,2.5735,0.433584062,0.419894433,300,1
1281,methanol,acetone,1.432,2.336,1.4311,2.5735,0.274405692,0.290965548,300,1
1282,methanol,acetone,1.432,2.336,1.4311,2.5735,0.650269195,0.081699269,300,1
1283,methanol,acetone,1.432,2.336,1.4311,2.5735,0.030836016,0.565506277,300,1
1284,methanol,acetone,1.432,2.336,1.4311,2.5735,0.156814095,0.13852152,300,1
1285,methanol,acetone,1.432,2.336,1.4311,2.5735,0.478945736,0.480966106,300,1
1286,methanol,acetone,1.432,2.336,1.4311,2.5735,0.454867197,0.165071501,300,1
1287,methanol,acetone,1.432,2.336,1.4311,2.5735,0.202478232,0.5174981,300,1
1288,methanol,acetone,1.432,2.336,1.4311,2.5735,0.348781868,0.057973111,300,1
1289,methanol,acetone,1.432,2.336,1.4311,2.5735,0.366342738,0.492497862,300,1
1290,methanol,acetone,1.432,2.336,1.4311,2.5735,0.413612666,0.2028995,300,1
1291,methanol,acetone,1.432,2.336,1.4311,2.5735,0.19821577,0.724339822,300,1
1292,methanol,acetone,1.432,2.336,1.4311,2.5735,0.106035588,0.361451561,300,1
1293,methanol,acetone,1.432,2.336,1.4311,2.5735,0.39073865,0.315074527,300,1
1294,methanol,acetone,1.432,2.336,1.4311,2.5735,0.579012323,0.213334461,300,1
1295,methanol,acetone,1.432,2.336,1.4311,2.5735,0.188952225,0.370947566,300,1
1296,methanol,acetone,1.432,2.336,1.4311,2.5735,0.433503219,0.240108702,300,1
1297,methanol,acetone,1.432,2.336,1.4311,2.5735,0.295723363,0.442548356,300,1
1298,methanol,acetone,1.432,2.336,1.4311,2.5735,0.699878352,0.284433324,300,1
1299,methanol,acetone,1.432,2.336,1.4311,2.5735,0.042298353,0.439899043,300,1
1300,methanol,acetone,1.432,2.336,1.4311,2.5735,0.135320352,0.312726061,300,1
1301,methanol,acetone,1.432,2.336,1.4311,2.5735,0.469028764,0.286593647,300,1
1302,methanol,acetone,1.432,2.336,1.4311,2.5735,0.413201181,0.006811934,300,1
1303,methanol,acetone,1.432,2.336,1.4311,2.5735,0.230166411,0.61454863,300,1
1304,methanol,acetone,1.432,2.336,1.4311,2.5735,0.197395997,0.205509175,300,1
1305,methanol,acetone,1.432,2.336,1.4311,2.5735,0.48628693,0.422695471,300,1
1306,methanol,acetone,1.432,2.336,1.4311,2.5735,0.50262389,0.091400139,300,1
1307,methanol,acetone,1.432,2.336,1.4311,2.5735,0.153802073,0.549862019,300,1
1308,methanol,acetone,1.432,2.336,1.4311,2.5735,0.111085611,0.341234265,300,1
1309,methanol,acetone,1.432,2.336,1.4311,2.5735,0.344769451,0.358670901,300,1
1310,methanol,acetone,1.432,2.336,1.4311,2.5735,0.393440814,0.356526317,300,1
1311,methanol,acetone,1.432,2.336,1.4311,2.5735,0.266699958,0.358317051,300,1
1312,methanol,acetone,1.432,2.336,1.4311,2.5735,0.351174692,0.072849091,300,1
1313,methanol,acetone,1.432,2.336,1.4311,2.5735,0.334564601,0.642163883,300,1
1314,methanol,acetone,1.432,2.336,1.4311,2.5735,0.489068354,0.229669124,300,1
1315,methanol,acetone,1.432,2.336,1.4311,2.5735,0.011830241,0.685811491,300,1
1316,methanol,acetone,1.432,2.336,1.4311,2.5735,0.34383499,0.388609235,300,1
1317,methanol,acetone,1.432,2.336,1.4311,2.5735,0.322487537,0.274065476,300,1
1318,methanol,acetone,1.432,2.336,1.4311,2.5735,0.521857169,0.126348293,300,1
1319,methanol,acetone,1.432,2.336,1.4311,2.5735,0.168870317,0.428413171,300,1
1320,methanol,acetone,1.432,2.336,1.4311,2.5735,0.327343975,0.33507284,300,1
1321,methanol,acetone,1.432,2.336,1.4311,2.5735,0.350260956,0.293851461,300,1
1322,methanol,acetone,1.432,2.336,1.4311,2.5735,0.792164399,0.038016348,300,1
1323,methanol,acetone,1.432,2.336,1.4311,2.5735,0.083550494,0.460216963,300,1
1324,methanol,acetone,1.432,2.336,1.4311,2.5735,0.101243994,0.272680397,300,1
1325,methanol,acetone,1.432,2.336,1.4311,2.5735,0.430455079,0.401434922,300,1
1326,methanol,acetone,1.432,2.336,1.4311,2.5735,0.327955603,0.188121124,300,1
1327,methanol,acetone,1.432,2.336,1.4311,2.5735,0.323385789,0.603182057,300,1
1328,methanol,acetone,1.432,2.336,1.4311,2.5735,0.299745437,0.253032244,300,1
1329,methanol,acetone,1.432,2.336,1.4311,2.5735,0.35249198,0.409863955,300,1
1330,methanol,acetone,1.432,2.336,1.4311,2.5735,0.448655399,0.093300378,300,1
1331,methanol,acetone,1.432,2.336,1.4311,2.5735,0.107091667,0.765732466,300,1
1332,methanol,acetone,1.432,2.336,1.4311,2.5735,0.278521006,0.04813735,300,1
1333,methanol,acetone,1.432,2.336,1.4311,2.5735,0.355577014,0.388577849,300,1
1334,methanol,acetone,1.432,2.336,1.4311,2.5735,0.532221849,0.370259818,300,1
1335,methanol,acetone,1.432,2.336,1.4311,2.5735,0.199213965,0.30267258,300,1
1336,methanol,acetone,1.432,2.336,1.4311,2.5735,0.641148115,0.329798957,300,1
1337,methanol,acetone,1.432,2.336,1.4311,2.5735,0.306421774,0.351703321,300,1
1338,methanol,acetone,1.432,2.336,1.4311,2.5735,0.562679082,0.211508995,300,1
1339,methanol,acetone,1.432,2.336,1.4311,2.5735,0.156492449,0.464271985,300,1
1340,methanol,acetone,1.432,2.336,1.4311,2.5735,0.027835988,0.333954518,300,1
1341,methanol,acetone,1.432,2.336,1.4311,2.5735,0.553355071,0.317856478,300,1
1342,methanol,acetone,1.432,2.336,1.4311,2.5735,0.388823693,0.067924269,300,1
1343,methanol,acetone,1.432,2.336,1.4311,2.5735,0.257035518,0.507891377,300,1
1344,methanol,acetone,1.432,2.336,1.4311,2.5735,0.358807714,0.134824472,300,1
1345,methanol,acetone,1.432,2.336,1.4311,2.5735,0.30542297,0.424639557,300,1
1346,methanol,acetone,1.432,2.336,1.4311,2.5735,0.440217864,0.119301541,300,1
1347,methanol,acetone,1.432,2.336,1.4311,2.5735,0.040171265,0.727135987,300,1
1348,methanol,acetone,1.432,2.336,1.4311,2.5735,0.227857909,0.484127438,300,1
1349,methanol,acetone,1.432,2.336,1.4311,2.5735,0.398864043,0.322128653,300,1
1350,methanol,acetone,1.432,2.336,1.4311,2.5735,0.825092672,0.118764766,300,1
1351,methanol,acetone,1.432,2.336,1.4311,2.5735,0.126323192,0.484649766,300,1
1352,methanol,acetone,1.432,2.336,1.4311,2.5735,0.447278613,0.45772789,300,1
1353,methanol,acetone,1.432,2.336,1.4311,2.5735,0.288182639,0.328881733,300,1
1354,methanol,acetone,1.432,2.336,1.4311,2.5735,0.583518435,0.16586824,300,1
1355,methanol,acetone,1.432,2.336,1.4311,2.5735,0.085796155,0.530768012,300,1
1356,methanol,acetone,1.432,2.336,1.4311,2.5735,0.107855924,0.031120639,300,1
1357,methanol,acetone,1.432,2.336,1.4311,2.5735,0.461879363,0.4520564,300,1
1358,methanol,acetone,1.432,2.336,1.4311,2.5735,0.366638464,0.227279684,300,1
1359,methanol,acetone,1.432,2.336,1.4311,2.5735,0.300050223,0.410293296,300,1
1360,methanol,acetone,1.432,2.336,1.4311,2.5735,0.230811022,0.262027794,300,1
1361,methanol,acetone,1.432,2.336,1.4311,2.5735,0.493665658,0.421233794,300,1
1362,methanol,acetone,1.432,2.336,1.4311,2.5735,0.578933833,0.018608969,300,1
1363,methanol,acetone,1.432,2.336,1.4311,2.5735,0.060104891,0.684502954,300,1
1364,methanol,acetone,1.432,2.336,1.4311,2.5735,0.332672203,0.405918737,300,1
1365,methanol,acetone,1.432,2.336,1.4311,2.5735,0.327835282,0.327864374,300,1
1366,methanol,acetone,1.432,2.336,1.4311,2.5735,0.463090051,0.238177241,300,1
1367,methanol,acetone,1.432,2.336,1.4311,2.5735,0.213495889,0.412710173,300,1
1368,methanol,acetone,1.432,2.336,1.4311,2.5735,0.352142357,0.103304682,300,1
1369,methanol,acetone,1.432,2.336,1.4311,2.5735,0.30484962,0.39684542,300,1
1370,methanol,acetone,1.432,2.336,1.4311,2.5735,0.516335014,0.324631223,300,1
1371,methanol,acetone,1.432,2.336,1.4311,2.5735,0.133671067,0.324136313,300,1
1372,methanol,acetone,1.432,2.336,1.4311,2.5735,0.009338864,0.357582576,300,1
1373,methanol,acetone,1.432,2.336,1.4311,2.5735,0.50750658,0.342448472,300,1
1374,methanol,acetone,1.432,2.336,1.4311,2.5735,0.355621894,0.087229044,300,1
1375,methanol,acetone,1.432,2.336,1.4311,2.5735,0.355404631,0.621870057,300,1
1376,methanol,acetone,1.432,2.336,1.4311,2.5735,0.421651722,0.243826685,300,1
1377,methanol,acetone,1.432,2.336,1.4311,2.5735,0.292807513,0.38785574,300,1
1378,methanol,acetone,1.432,2.336,1.4311,2.5735,0.799252952,0.13387393,300,1
1379,methanol,acetone,1.432,2.336,1.4311,2.5735,0.015732728,0.461852821,300,1
1380,methanol,acetone,1.432,2.336,1.4311,2.5735,0.229042963,0.112841388,300,1
1381,methanol,acetone,1.432,2.336,1.4311,2.5735,0.37676386,0.441277706,300,1
1382,methanol,acetone,1.432,2.336,1.4311,2.5735,0.346210167,0.2226336,300,1
1383,methanol,acetone,1.432,2.336,1.4311,2.5735,0.284799277,0.551946299,300,1
1384,methanol,acetone,1.432,2.336,1.4311,2.5735,0.228436323,0.146285697,300,1
1385,methanol,acetone,1.432,2.336,1.4311,2.5735,0.392712162,0.489078646,300,1
1386,methanol,acetone,1.432,2.336,1.4311,2.5735,0.450385186,0.166875076,300,1
1387,methanol,acetone,1.432,2.336,1.4311,2.5735,0.12851978,0.524413148,300,1
1388,methanol,acetone,1.432,2.336,1.4311,2.5735,0.150560367,0.771378748,300,1
1389,methanol,acetone,1.432,2.336,1.4311,2.5735,0.410979587,0.243953809,300,1
1390,methanol,acetone,1.432,2.336,1.4311,2.5735,0.632740896,0.066457911,300,1
1391,methanol,acetone,1.432,2.336,1.4311,2.5735,0.219022679,0.479896009,300,1
1392,methanol,acetone,1.432,2.336,1.4311,2.5735,0.664803626,0.001941112,300,1
1393,methanol,acetone,1.432,2.336,1.4311,2.5735,0.242495087,0.374105051,300,1
1394,methanol,acetone,1.432,2.336,1.4311,2.5735,0.513584695,0.229557038,300,1
1395,methanol,acetone,1.432,2.336,1.4311,2.5735,0.078155398,0.385445484,300,1
1396,methanol,acetone,1.432,2.336,1.4311,2.5735,0.115054086,0.282728315,300,1
1397,methanol,acetone,1.432,2.336,1.4311,2.5735,0.537009757,0.458739022,300,1
1398,methanol,acetone,1.432,2.336,1.4311,2.5735,0.467170358,0.151446051,300,1
1399,methanol,acetone,1.432,2.336,1.4311,2.5735,0.217713178,0.572919662,300,1
1400,methanol,acetone,1.432,2.336,1.4311,2.5735,0.205381797,0.34623251,300,1
1401,methanol,acetone,1.432,2.336,1.4311,2.5735,0.434704336,0.365761268,300,1
1402,methanol,acetone,1.432,2.336,1.4311,2.5735,0.460856624,0.042620529,300,1
1403,methanol,acetone,1.432,2.336,1.4311,2.5735,0.152545797,0.753512007,300,1
1404,methanol,acetone,1.432,2.336,1.4311,2.5735,0.088894087,0.247975324,300,1
1405,methanol,acetone,1.432,2.336,1.4311,2.5735,0.405052104,0.33026229,300,1
1406,methanol,acetone,1.432,2.336,1.4311,2.5735,0.548664108,0.301571231,300,1
1407,methanol,acetone,1.432,2.336,1.4311,2.5735,0.236055448,0.308472541,300,1
1408,methanol,acetone,1.432,2.336,1.4311,2.5735,0.500162344,0.045635809,300,1
1409,methanol,acetone,1.432,2.336,1.4311,2.5735,0.26320586,0.429062867,300,1
1410,methanol,acetone,1.432,2.336,1.4311,2.5735,0.656289263,0.255855076,300,1
1411,methanol,acetone,1.432,2.336,1.4311,2.5735,0.039683935,0.358397042,300,1
1412,methanol,acetone,1.432,2.336,1.4311,2.5735,0.172562112,0.289229664,300,1
1413,methanol,acetone,1.432,2.336,1.4311,2.5735,0.419534995,0.395801825,300,1
1414,methanol,acetone,1.432,2.336,1.4311,2.5735,0.393735061,0.138550233,300,1
1415,methanol,acetone,1.432,2.336,1.4311,2.5735,0.230619839,0.688466307,300,1
1416,methanol,acetone,1.432,2.336,1.4311,2.5735,0.207614477,0.286164301,300,1
1417,methanol,acetone,1.432,2.336,1.4311,2.5735,0.501118882,0.478771343,300,1
1418,methanol,acetone,1.432,2.336,1.4311,2.5735,0.57260971,0.068859374,300,1
1419,methanol,acetone,1.432,2.336,1.4311,2.5735,0.110482016,0.686924542,300,1
1420,methanol,acetone,1.432,2.336,1.4311,2.5735,0.200694787,0.329878704,300,1
1421,methanol,acetone,1.432,2.336,1.4311,2.5735,0.350345132,0.285660642,300,1
1422,methanol,acetone,1.432,2.336,1.4311,2.5735,0.45315161,0.208466672,300,1
1423,methanol,acetone,1.432,2.336,1.4311,2.5735,0.23534715,0.365304378,300,1
1424,methanol,acetone,1.432,2.336,1.4311,2.5735,0.54264116,0.38743957,300,1
1425,methanol,acetone,1.432,2.336,1.4311,2.5735,0.284333569,0.322930762,300,1
1426,methanol,acetone,1.432,2.336,1.4311,2.5735,0.688433119,0.106287628,300,1
1427,methanol,acetone,1.432,2.336,1.4311,2.5735,0.050459468,0.570683177,300,1
1428,methanol,acetone,1.432,2.336,1.4311,2.5735,0.147759848,0.068722636,300,1
1429,methanol,acetone,1.432,2.336,1.4311,2.5735,0.417167169,0.481247976,300,1
1430,methanol,acetone,1.432,2.336,1.4311,2.5735,0.365473161,0.261744569,300,1
1431,methanol,acetone,1.432,2.336,1.4311,2.5735,0.254734058,0.404716398,300,1
1432,methanol,acetone,1.432,2.336,1.4311,2.5735,0.258374226,0.162762009,300,1
1433,methanol,acetone,1.432,2.336,1.4311,2.5735,0.364957791,0.436636711,300,1
1434,methanol,acetone,1.432,2.336,1.4311,2.5735,0.39343042,0.175626637,300,1
1435,methanol,acetone,1.432,2.336,1.4311,2.5735,0.206756815,0.642962202,300,1
1436,methanol,acetone,1.432,2.336,1.4311,2.5735,0.034320784,0.521883173,300,1
1437,methanol,acetone,1.432,2.336,1.4311,2.5735,0.460623745,0.250573782,300,1
1438,methanol,acetone,1.432,2.336,1.4311,2.5735,0.85066628,0.027554237,300,1
1439,methanol,acetone,1.432,2.336,1.4311,2.5735,0.204118605,0.411332863,300,1
1440,methanol,acetone,1.432,2.336,1.4311,2.5735,0.331913334,0.291020194,300,1
1441,methanol,acetone,1.432,2.336,1.4311,2.5735,0.375473507,0.399739491,300,1
1442,methanol,acetone,1.432,2.336,1.4311,2.5735,0.534306956,0.026326133,300,1
1443,methanol,acetone,1.432,2.336,1.4311,2.5735,0.002124834,0.995601547,300,1
1444,methanol,acetone,1.432,2.336,1.4311,2.5735,0.259006125,0.240311151,300,1
1445,methanol,acetone,1.432,2.336,1.4311,2.5735,0.336503961,0.350389074,300,1
1446,methanol,acetone,1.432,2.336,1.4311,2.5735,0.576617689,0.250617353,300,1
1447,methanol,acetone,1.432,2.336,1.4311,2.5735,0.144433398,0.375142269,300,1
1448,methanol,acetone,1.432,2.336,1.4311,2.5735,0.569913405,0.186947785,300,1
1449,methanol,acetone,1.432,2.336,1.4311,2.5735,0.261667557,0.373585151,300,1
1450,methanol,acetone,1.432,2.336,1.4311,2.5735,0.500654981,0.26145413,300,1
1451,methanol,acetone,1.432,2.336,1.4311,2.5735,0.113948401,0.429213509,300,1
1452,methanol,acetone,1.432,2.336,1.4311,2.5735,0.070508517,0.218273827,300,1
1453,methanol,acetone,1.432,2.336,1.4311,2.5735,0.528024701,0.400169628,300,1
1454,methanol,acetone,1.432,2.336,1.4311,2.5735,0.434125378,0.123697725,300,1
1455,methanol,acetone,1.432,2.336,1.4311,2.5735,0.259585476,0.526770662,300,1
1456,methanol,acetone,1.432,2.336,1.4311,2.5735,0.282938881,0.097372394,300,1
1457,methanol,acetone,1.432,2.336,1.4311,2.5735,0.393050817,0.496734581,300,1
1458,methanol,acetone,1.432,2.336,1.4311,2.5735,0.488121362,0.162315176,300,1
1459,methanol,acetone,1.432,2.336,1.4311,2.5735,0.102208182,0.560825474,300,1
1460,methanol,acetone,1.432,2.336,1.4311,2.5735,0.182120072,0.698387122,300,1
1461,methanol,acetone,1.432,2.336,1.4311,2.5735,0.364142281,0.255371334,300,1
1462,methanol,acetone,1.432,2.336,1.4311,2.5735,0.598851642,0.063730579,300,1
1463,methanol,acetone,1.432,2.336,1.4311,2.5735,0.175459083,0.523042684,300,1
1464,methanol,acetone,1.432,2.336,1.4311,2.5735,0.288942054,0.404987191,300,1
1465,methanol,acetone,1.432,2.336,1.4311,2.5735,0.364480743,0.351500765,300,1
1466,methanol,acetone,1.432,2.336,1.4311,2.5735,0.748422303,0.207836016,300,1
1467,methanol,acetone,1.432,2.336,1.4311,2.5735,0.114516979,0.47044822,300,1
1468,methanol,acetone,1.432,2.336,1.4311,2.5735,0.044987603,0.016942937,300,1
1469,methanol,acetone,1.432,2.336,1.4311,2.5735,0.412535774,0.385853369,300,1
1470,methanol,acetone,1.432,2.336,1.4311,2.5735,0.281028382,0.213877965,300,1
1471,methanol,acetone,1.432,2.336,1.4311,2.5735,0.404387085,0.430258701,300,1
1472,methanol,acetone,1.432,2.336,1.4311,2.5735,0.27918006,0.179006426,300,1
1473,methanol,acetone,1.432,2.336,1.4311,2.5735,0.353690437,0.487207988,300,1
1474,methanol,acetone,1.432,2.336,1.4311,2.5735,0.507844708,0.119929387,300,1
1475,methanol,acetone,1.432,2.336,1.4311,2.5735,0.034941174,0.628330893,300,1
1476,methanol,acetone,1.432,2.336,1.4311,2.5735,0.744544423,0.199874518,300,1
1477,methanol,acetone,1.432,2.336,1.4311,2.5735,0.306419431,0.363394772,300,1
1478,methanol,acetone,1.432,2.336,1.4311,2.5735,0.507103538,0.283106635,300,1
1479,methanol,acetone,1.432,2.336,1.4311,2.5735,0.200696271,0.41365503,300,1
1480,methanol,acetone,1.432,2.336,1.4311,2.5735,0.408935695,0.195572311,300,1
1481,methanol,acetone,1.432,2.336,1.4311,2.5735,0.313352401,0.380573998,300,1
1482,methanol,acetone,1.432,2.336,1.4311,2.5735,0.694031928,0.220122205,300,1
1483,methanol,acetone,1.432,2.336,1.4311,2.5735,0.083936576,0.417890519,300,1
1484,methanol,acetone,1.432,2.336,1.4311,2.5735,0.096385144,0.374906844,300,1
1485,methanol,acetone,1.432,2.336,1.4311,2.5735,0.467676143,0.312514485,300,1
1486,methanol,acetone,1.432,2.336,1.4311,2.5735,0.37398524,0.068254496,300,1
1487,methanol,acetone,1.432,2.336,1.4311,2.5735,0.276432767,0.630141931,300,1
1488,methanol,acetone,1.432,2.336,1.4311,2.5735,0.367717429,0.074136382,300,1
1489,methanol,acetone,1.432,2.336,1.4311,2.5735,0.298445819,0.510637253,300,1
1490,methanol,acetone,1.432,2.336,1.4311,2.5735,0.39682659,0.215218681,300,1
1491,methanol,acetone,1.432,2.336,1.4311,2.5735,0.117759611,0.78942354,300,1
1492,methanol,acetone,1.432,2.336,1.4311,2.5735,0.195698312,0.344392217,300,1
1493,methanol,acetone,1.432,2.336,1.4311,2.5735,0.399049215,0.29070537,300,1
1494,methanol,acetone,1.432,2.336,1.4311,2.5735,0.682273318,0.155542622,300,1
1495,methanol,acetone,1.432,2.336,1.4311,2.5735,0.180808139,0.387687756,300,1
1496,methanol,acetone,1.432,2.336,1.4311,2.5735,0.315007748,0.455198328,300,1
1497,methanol,acetone,1.432,2.336,1.4311,2.5735,0.326862834,0.234416162,300,1
1498,methanol,acetone,1.432,2.336,1.4311,2.5735,0.620197466,0.006123691,300,1
1499,methanol,acetone,1.432,2.336,1.4311,2.5735,0.131655529,0.495425322,300,1
1500,methanol,acetone,1.432,2.336,1.4311,2.5735,0.013004895,0.207661729,300,1
1501,methanol,acetone,1.432,2.336,1.4311,2.5735,0.511746668,0.455011869,300,1
1502,methanol,acetone,1.432,2.336,1.4311,2.5735,0.355997668,0.260521789,300,1
1503,methanol,acetone,1.432,2.336,1.4311,2.5735,0.328571027,0.492274484,300,1
1504,methanol,acetone,1.432,2.336,1.4311,2.5735,0.55792435,0.302019522,300,1
1505,methanol,acetone,1.432,2.336,1.4311,2.5735,0.241127315,0.374925809,300,1
1506,methanol,acetone,1.432,2.336,1.4311,2.5735,0.588115443,0.210410649,300,1
1507,methanol,acetone,1.432,2.336,1.4311,2.5735,0.011780983,0.546289733,300,1
1508,methanol,acetone,1.432,2.336,1.4311,2.5735,0.14538036,0.251787432,300,1
1509,methanol,acetone,1.432,2.336,1.4311,2.5735,0.535235862,0.366968195,300,1
1510,methanol,acetone,1.432,2.336,1.4311,2.5735,0.522550778,0.02662097,300,1
1511,methanol,acetone,1.432,2.336,1.4311,2.5735,0.186865339,0.553636623,300,1
1512,methanol,acetone,1.432,2.336,1.4311,2.5735,0.253000639,0.196975287,300,1
1513,methanol,acetone,1.432,2.336,1.4311,2.5735,0.377427399,0.368505647,300,1
1514,methanol,acetone,1.432,2.336,1.4311,2.5735,0.431211587,0.092594493,300,1
1515,methanol,acetone,1.432,2.336,1.4311,2.5735,0.149426972,0.65204746,300,1
1516,methanol,acetone,1.432,2.336,1.4311,2.5735,0.14344613,0.226741296,300,1
1517,methanol,acetone,1.432,2.336,1.4311,2.5735,0.377589607,0.402971313,300,1
1518,methanol,acetone,1.432,2.336,1.4311,2.5735,0.560120826,0.431672769,300,1
1519,methanol,acetone,1.432,2.336,1.4311,2.5735,0.221858815,0.340855689,300,1
1520,methanol,acetone,1.432,2.336,1.4311,2.5735,0.30135587,0.34910638,300,1
